Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
byte,hml18_10,,,0,Pregnancy status from Individual file,,,
byte,hml18_11,,,0,Pregnancy status from Individual file,,,
byte,hml18_12,,,0,Pregnancy status from Individual file,,,
byte,hml18_13,,,0,Pregnancy status from Individual file,,,
byte,hml18_14,,,0,Pregnancy status from Individual file,,,
byte,hml18_15,,,0,Pregnancy status from Individual file,,,
byte,hml18_16,,,0,Pregnancy status from Individual file,,,
byte,hml18_17,,,0,Pregnancy status from Individual file,,,
byte,hml18_18,,,0,Pregnancy status from Individual file,,,
byte,hml18_19,,,0,Pregnancy status from Individual file,,,
byte,hml18_20,,,0,Pregnancy status from Individual file,,,
byte,hml18_21,,,0,Pregnancy status from Individual file,,,
byte,hml18_22,,,0,Pregnancy status from Individual file,,,
byte,hml18_23,,,0,Pregnancy status from Individual file,,,
byte,hml18_24,,,0,Pregnancy status from Individual file,,,
byte,hml18_25,,,0,Pregnancy status from Individual file,,,
byte,hml18_26,,,0,Pregnancy status from Individual file,,,
byte,hml18_27,,,0,Pregnancy status from Individual file,,,
byte,hml18_28,,,0,Pregnancy status from Individual file,,,
byte,hml18_29,,,0,Pregnancy status from Individual file,,,
byte,hml18_30,,,0,Pregnancy status from Individual file,,,
byte,hml18_31,,,0,Pregnancy status from Individual file,,,
byte,hml18_32,,,0,Pregnancy status from Individual file,,,
byte,hml18_33,,,0,Pregnancy status from Individual file,,,
byte,hml18_34,,,0,Pregnancy status from Individual file,,,
byte,hml18_35,,,0,Pregnancy status from Individual file,,,
byte,hml19_01,,,0,Person slept under an ever-treated net,,,
byte,hml19_02,,,0,Person slept under an ever-treated net,,,
byte,hml19_03,,,0,Person slept under an ever-treated net,,,
byte,hml19_04,,,0,Person slept under an ever-treated net,,,
byte,hml19_05,,,0,Person slept under an ever-treated net,,,
byte,hml19_06,,,0,Person slept under an ever-treated net,,,
byte,hml19_07,,,0,Person slept under an ever-treated net,,,
byte,hml19_08,,,0,Person slept under an ever-treated net,,,
byte,hml19_09,,,0,Person slept under an ever-treated net,,,
byte,hml19_10,,,0,Person slept under an ever-treated net,,,
byte,hml19_11,,,0,Person slept under an ever-treated net,,,
byte,hml19_12,,,0,Person slept under an ever-treated net,,,
byte,hml19_13,,,0,Person slept under an ever-treated net,,,
byte,hml19_14,,,0,Person slept under an ever-treated net,,,
byte,hml19_15,,,0,Person slept under an ever-treated net,,,
byte,hml19_16,,,0,Person slept under an ever-treated net,,,
byte,hml19_17,,,0,Person slept under an ever-treated net,,,
byte,hml19_18,,,0,Person slept under an ever-treated net,,,
byte,hml19_19,,,0,Person slept under an ever-treated net,,,
byte,hml19_20,,,0,Person slept under an ever-treated net,,,
byte,hml19_21,,,0,Person slept under an ever-treated net,,,
byte,hml19_22,,,0,Person slept under an ever-treated net,,,
byte,hml19_23,,,0,Person slept under an ever-treated net,,,
byte,hml19_24,,,0,Person slept under an ever-treated net,,,
byte,hml19_25,,,0,Person slept under an ever-treated net,,,
byte,hml19_26,,,0,Person slept under an ever-treated net,,,
byte,hml19_27,,,0,Person slept under an ever-treated net,,,
byte,hml19_28,,,0,Person slept under an ever-treated net,,,
byte,hml19_29,,,0,Person slept under an ever-treated net,,,
byte,hml19_30,,,0,Person slept under an ever-treated net,,,
byte,hml19_31,,,0,Person slept under an ever-treated net,,,
byte,hml19_32,,,0,Person slept under an ever-treated net,,,
byte,hml19_33,,,0,Person slept under an ever-treated net,,,
byte,hml19_34,,,0,Person slept under an ever-treated net,,,
byte,hml19_35,,,0,Person slept under an ever-treated net,,,
byte,hml20_01,,,0,Person slept under an LLIN net,,,
byte,hml20_02,,,0,Person slept under an LLIN net,,,
byte,hml20_03,,,0,Person slept under an LLIN net,,,
byte,hml20_04,,,0,Person slept under an LLIN net,,,
byte,hml20_05,,,0,Person slept under an LLIN net,,,
byte,hml20_06,,,0,Person slept under an LLIN net,,,
byte,hml20_07,,,0,Person slept under an LLIN net,,,
byte,hml20_08,,,0,Person slept under an LLIN net,,,
byte,hml20_09,,,0,Person slept under an LLIN net,,,
byte,hml20_10,,,0,Person slept under an LLIN net,,,
byte,hml20_11,,,0,Person slept under an LLIN net,,,
byte,hml20_12,,,0,Person slept under an LLIN net,,,
byte,hml20_13,,,0,Person slept under an LLIN net,,,
byte,hml20_14,,,0,Person slept under an LLIN net,,,
byte,hml20_15,,,0,Person slept under an LLIN net,,,
byte,hml20_16,,,0,Person slept under an LLIN net,,,
byte,hml20_17,,,0,Person slept under an LLIN net,,,
byte,hml20_18,,,0,Person slept under an LLIN net,,,
byte,hml20_19,,,0,Person slept under an LLIN net,,,
byte,hml20_20,,,0,Person slept under an LLIN net,,,
byte,hml20_21,,,0,Person slept under an LLIN net,,,
byte,hml20_22,,,0,Person slept under an LLIN net,,,
byte,hml20_23,,,0,Person slept under an LLIN net,,,
byte,hml20_24,,,0,Person slept under an LLIN net,,,
byte,hml20_25,,,0,Person slept under an LLIN net,,,
byte,hml20_26,,,0,Person slept under an LLIN net,,,
byte,hml20_27,,,0,Person slept under an LLIN net,,,
byte,hml20_28,,,0,Person slept under an LLIN net,,,
byte,hml20_29,,,0,Person slept under an LLIN net,,,
byte,hml20_30,,,0,Person slept under an LLIN net,,,
byte,hml20_31,,,0,Person slept under an LLIN net,,,
byte,hml20_32,,,0,Person slept under an LLIN net,,,
byte,hml20_33,,,0,Person slept under an LLIN net,,,
byte,hml20_34,,,0,Person slept under an LLIN net,,,
byte,hml20_35,,,0,Person slept under an LLIN net,,,
byte,hml30_01,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_02,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_03,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_04,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_05,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_06,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_07,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_08,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_09,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_10,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_11,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_12,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_13,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_14,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_15,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_16,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_17,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_18,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_19,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_20,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_21,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_22,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_23,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_24,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_25,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_26,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_27,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_28,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_29,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_30,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_31,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_32,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_33,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_34,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml30_35,,,0,NA - Line number of parent/caretaker (for malaria testing),,,
byte,hml31_01,,,0,NA - Read consent statement for malaria,,,
byte,hml31_02,,,0,NA - Read consent statement for malaria,,,
byte,hml31_03,,,0,NA - Read consent statement for malaria,,,
byte,hml31_04,,,0,NA - Read consent statement for malaria,,,
byte,hml31_05,,,0,NA - Read consent statement for malaria,,,
byte,hml31_06,,,0,NA - Read consent statement for malaria,,,
byte,hml31_07,,,0,NA - Read consent statement for malaria,,,
byte,hml31_08,,,0,NA - Read consent statement for malaria,,,
byte,hml31_09,,,0,NA - Read consent statement for malaria,,,
byte,hml31_10,,,0,NA - Read consent statement for malaria,,,
byte,hml31_11,,,0,NA - Read consent statement for malaria,,,
byte,hml31_12,,,0,NA - Read consent statement for malaria,,,
byte,hml31_13,,,0,NA - Read consent statement for malaria,,,
byte,hml31_14,,,0,NA - Read consent statement for malaria,,,
byte,hml31_15,,,0,NA - Read consent statement for malaria,,,
byte,hml31_16,,,0,NA - Read consent statement for malaria,,,
byte,hml31_17,,,0,NA - Read consent statement for malaria,,,
byte,hml31_18,,,0,NA - Read consent statement for malaria,,,
byte,hml31_19,,,0,NA - Read consent statement for malaria,,,
byte,hml31_20,,,0,NA - Read consent statement for malaria,,,
byte,hml31_21,,,0,NA - Read consent statement for malaria,,,
byte,hml31_22,,,0,NA - Read consent statement for malaria,,,
byte,hml31_23,,,0,NA - Read consent statement for malaria,,,
byte,hml31_24,,,0,NA - Read consent statement for malaria,,,
byte,hml31_25,,,0,NA - Read consent statement for malaria,,,
byte,hml31_26,,,0,NA - Read consent statement for malaria,,,
byte,hml31_27,,,0,NA - Read consent statement for malaria,,,
byte,hml31_28,,,0,NA - Read consent statement for malaria,,,
byte,hml31_29,,,0,NA - Read consent statement for malaria,,,
byte,hml31_30,,,0,NA - Read consent statement for malaria,,,
byte,hml31_31,,,0,NA - Read consent statement for malaria,,,
byte,hml31_32,,,0,NA - Read consent statement for malaria,,,
byte,hml31_33,,,0,NA - Read consent statement for malaria,,,
byte,hml31_34,,,0,NA - Read consent statement for malaria,,,
byte,hml31_35,,,0,NA - Read consent statement for malaria,,,
byte,hml32_01,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_02,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_03,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_04,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_05,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_06,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_07,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_08,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_09,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_10,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_11,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_12,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_13,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_14,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_15,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_16,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_17,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_18,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_19,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_20,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_21,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_22,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_23,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_24,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_25,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_26,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_27,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_28,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_29,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_30,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_31,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_32,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_33,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_34,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32_35,,,0,NA - Final result of malaria from blood smear test,,,
byte,hml32a_01,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_02,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_03,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_04,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_05,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_06,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_07,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_08,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_09,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_10,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_11,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_12,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_13,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_14,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_15,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_16,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_17,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_18,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_19,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_20,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_21,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_22,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_23,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_24,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_25,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_26,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_27,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_28,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_29,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_30,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_31,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_32,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_33,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_34,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32a_35,,,0,NA - Presence of species: falciparum (Pf),,,
byte,hml32b_01,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_02,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_03,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_04,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_05,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_06,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_07,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_08,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_09,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_10,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_11,,,0,NA - Presence of species: malariae (Pm),,,
byte,hml32b_12,,,0,NA - Presence of species: malariae (Pm),,,
